schema_version,l4_id,l1,l2,l3,l4,canonical_topic,research_coordinate,wiki_path
1,AI-L4-0232,安全、合规与治理层,行业治理,行业标准,AI产业链 - 行业标准,AI产业链 - 行业标准,安全、合规与治理层 -> 行业治理 -> 行业标准,topics/AI产业链 - 行业标准.md
1,AI-L4-0233,安全、合规与治理层,行业治理,监管接口,AI产业链 - 监管接口,AI产业链 - 监管接口,安全、合规与治理层 -> 行业治理 -> 监管接口,topics/AI产业链 - 监管接口.md
1,AI-L4-0234,应用平台层,通用生产力,办公助手,AI产业链 - 办公助手,AI产业链 - 办公助手,应用平台层 -> 通用生产力 -> 办公助手,topics/AI产业链 - 办公助手.md
1,AI-L4-0235,应用平台层,通用生产力,文档助手,AI产业链 - 文档助手,AI产业链 - 文档助手,应用平台层 -> 通用生产力 -> 文档助手,topics/AI产业链 - 文档助手.md
1,AI-L4-0236,应用平台层,通用生产力,会议助手,AI产业链 - 会议助手,AI产业链 - 会议助手,应用平台层 -> 通用生产力 -> 会议助手,topics/AI产业链 - 会议助手.md
1,AI-L4-0237,应用平台层,通用生产力,知识助手,AI产业链 - 知识助手,AI产业链 - 知识助手,应用平台层 -> 通用生产力 -> 知识助手,topics/AI产业链 - 知识助手.md
1,AI-L4-0238,应用平台层,通用生产力,编程助手,AI产业链 - 编程助手,AI产业链 - 编程助手,应用平台层 -> 通用生产力 -> 编程助手,topics/AI产业链 - 编程助手.md
1,AI-L4-0239,应用平台层,通用生产力,搜索助手,AI产业链 - 搜索助手,AI产业链 - 搜索助手,应用平台层 -> 通用生产力 -> 搜索助手,topics/AI产业链 - 搜索助手.md
1,AI-L4-0240,应用平台层,企业软件,ERP,AI产业链 - ERP,AI产业链 - ERP,应用平台层 -> 企业软件 -> ERP,topics/AI产业链 - ERP.md
1,AI-L4-0241,应用平台层,企业软件,CRM,AI产业链 - CRM,AI产业链 - CRM,应用平台层 -> 企业软件 -> CRM,topics/AI产业链 - CRM.md
1,AI-L4-0242,应用平台层,企业软件,OA,AI产业链 - OA,AI产业链 - OA,应用平台层 -> 企业软件 -> OA,topics/AI产业链 - OA.md
1,AI-L4-0243,应用平台层,企业软件,BI,AI产业链 - BI,AI产业链 - BI,应用平台层 -> 企业软件 -> BI,topics/AI产业链 - BI.md
1,AI-L4-0244,应用平台层,企业软件,财务软件,AI产业链 - 财务软件,AI产业链 - 财务软件,应用平台层 -> 企业软件 -> 财务软件,topics/AI产业链 - 财务软件.md
1,AI-L4-0245,应用平台层,企业软件,HR 软件,AI产业链 - HR 软件,AI产业链 - HR 软件,应用平台层 -> 企业软件 -> HR 软件,topics/AI产业链 - HR 软件.md
1,AI-L4-0246,应用平台层,企业软件,客服系统,AI产业链 - 客服系统,AI产业链 - 客服系统,应用平台层 -> 企业软件 -> 客服系统,topics/AI产业链 - 客服系统.md
1,AI-L4-0247,应用平台层,企业软件,销售系统,AI产业链 - 销售系统,AI产业链 - 销售系统,应用平台层 -> 企业软件 -> 销售系统,topics/AI产业链 - 销售系统.md
1,AI-L4-0248,应用平台层,消费互联网,AI 搜索,AI产业链 - AI 搜索,AI产业链 - AI 搜索,应用平台层 -> 消费互联网 -> AI 搜索,topics/AI产业链 - AI 搜索.md
1,AI-L4-0249,应用平台层,消费互联网,AI 浏览器,AI产业链 - AI 浏览器,AI产业链 - AI 浏览器,应用平台层 -> 消费互联网 -> AI 浏览器,topics/AI产业链 - AI 浏览器.md
1,AI-L4-0250,应用平台层,消费互联网,AI 社交,AI产业链 - AI 社交,AI产业链 - AI 社交,应用平台层 -> 消费互联网 -> AI 社交,topics/AI产业链 - AI 社交.md
1,AI-L4-0251,应用平台层,消费互联网,AI 内容生成,AI产业链 - AI 内容生成,AI产业链 - AI 内容生成,应用平台层 -> 消费互联网 -> AI 内容生成,topics/AI产业链 - AI 内容生成.md
1,AI-L4-0252,应用平台层,消费互联网,AI 语音助手,AI产业链 - AI 语音助手,AI产业链 - AI 语音助手,应用平台层 -> 消费互联网 -> AI 语音助手,topics/AI产业链 - AI 语音助手.md
1,AI-L4-0253,应用平台层,消费互联网,AI 娱乐应用,AI产业链 - AI 娱乐应用,AI产业链 - AI 娱乐应用,应用平台层 -> 消费互联网 -> AI 娱乐应用,topics/AI产业链 - AI 娱乐应用.md
1,AI-L4-0254,应用平台层,行业平台,金融,AI产业链 - 金融,AI产业链 - 金融,应用平台层 -> 行业平台 -> 金融,topics/AI产业链 - 金融.md
1,AI-L4-0255,应用平台层,行业平台,医疗,AI产业链 - 医疗,AI产业链 - 医疗,应用平台层 -> 行业平台 -> 医疗,topics/AI产业链 - 医疗.md
1,AI-L4-0256,应用平台层,行业平台,教育,AI产业链 - 教育,AI产业链 - 教育,应用平台层 -> 行业平台 -> 教育,topics/AI产业链 - 教育.md
1,AI-L4-0257,应用平台层,行业平台,工业制造,AI产业链 - 工业制造,AI产业链 - 工业制造,应用平台层 -> 行业平台 -> 工业制造,topics/AI产业链 - 工业制造.md
1,AI-L4-0258,应用平台层,行业平台,能源,AI产业链 - 能源,AI产业链 - 能源,应用平台层 -> 行业平台 -> 能源,topics/AI产业链 - 能源.md
1,AI-L4-0259,应用平台层,行业平台,交通,AI产业链 - 交通,AI产业链 - 交通,应用平台层 -> 行业平台 -> 交通,topics/AI产业链 - 交通.md
1,AI-L4-0260,应用平台层,行业平台,政务,AI产业链 - 政务,AI产业链 - 政务,应用平台层 -> 行业平台 -> 政务,topics/AI产业链 - 政务.md
1,AI-L4-0261,应用平台层,行业平台,传媒,AI产业链 - 传媒,AI产业链 - 传媒,应用平台层 -> 行业平台 -> 传媒,topics/AI产业链 - 传媒.md
1,AI-L4-0262,应用平台层,行业平台,零售,AI产业链 - 零售,AI产业链 - 零售,应用平台层 -> 行业平台 -> 零售,topics/AI产业链 - 零售.md
1,AI-L4-0263,全球映射与海外变量传导层,海外硬件主链,海外云厂训练 CapEx,AI产业链 - 海外云厂训练 CapEx,AI产业链 - 海外云厂训练 CapEx,全球映射与海外变量传导层 -> 海外硬件主链 -> 海外云厂训练 CapEx,topics/AI产业链 - 海外云厂训练 CapEx.md
1,AI-L4-0264,全球映射与海外变量传导层,海外硬件主链,海外云厂推理 CapEx,AI产业链 - 海外云厂推理 CapEx,AI产业链 - 海外云厂推理 CapEx,全球映射与海外变量传导层 -> 海外硬件主链 -> 海外云厂推理 CapEx,topics/AI产业链 - 海外云厂推理 CapEx.md
1,AI-L4-0265,全球映射与海外变量传导层,海外硬件主链,GPU 主链,AI产业链 - GPU 主链,AI产业链 - GPU 主链,全球映射与海外变量传导层 -> 海外硬件主链 -> GPU 主链,topics/AI产业链 - GPU 主链.md
1,AI-L4-0266,全球映射与海外变量传导层,海外硬件主链,HBM 主链,AI产业链 - HBM 主链,AI产业链 - HBM 主链,全球映射与海外变量传导层 -> 海外硬件主链 -> HBM 主链,topics/AI产业链 - HBM 主链.md
1,AI-L4-0267,全球映射与海外变量传导层,海外硬件主链,先进封装主链,AI产业链 - 先进封装主链,AI产业链 - 先进封装主链,全球映射与海外变量传导层 -> 海外硬件主链 -> 先进封装主链,topics/AI产业链 - 先进封装主链.md
1,AI-L4-0268,全球映射与海外变量传导层,海外硬件主链,高速互联主链,AI产业链 - 高速互联主链,AI产业链 - 高速互联主链,全球映射与海外变量传导层 -> 海外硬件主链 -> 高速互联主链,topics/AI产业链 - 高速互联主链.md
1,AI-L4-0269,全球映射与海外变量传导层,海外硬件主链,光刻设备与材料主链,AI产业链 - 光刻设备与材料主链,AI产业链 - 光刻设备与材料主链,全球映射与海外变量传导层 -> 海外硬件主链 -> 光刻设备与材料主链,topics/AI产业链 - 光刻设备与材料主链.md
1,AI-L4-0270,全球映射与海外变量传导层,海外硬件主链,封装基板与玻璃路线主链,AI产业链 - 封装基板与玻璃路线主链,AI产业链 - 封装基板与玻璃路线主链,全球映射与海外变量传导层 -> 海外硬件主链 -> 封装基板与玻璃路线主链,topics/AI产业链 - 封装基板与玻璃路线主链.md
1,AI-L4-0271,全球映射与海外变量传导层,海外硬件主链,日本 EUV 光刻胶 / 显影液主链,AI产业链 - 日本 EUV 光刻胶 ／ 显影液主链,AI产业链 - 日本 EUV 光刻胶 ／ 显影液主链,全球映射与海外变量传导层 -> 海外硬件主链 -> 日本 EUV 光刻胶 / 显影液主链,topics/AI产业链 - 日本 EUV 光刻胶 ／ 显影液主链.md
1,AI-L4-0272,全球映射与海外变量传导层,海外硬件主链,日本 photomask blank / 硅片材料主链,AI产业链 - 日本 photomask blank ／ 硅片材料主链,AI产业链 - 日本 photomask blank ／ 硅片材料主链,全球映射与海外变量传导层 -> 海外硬件主链 -> 日本 photomask blank / 硅片材料主链,topics/AI产业链 - 日本 photomask blank ／ 硅片材料主链.md
1,AI-L4-0273,全球映射与海外变量传导层,海外硬件主链,韩国 HBM / DRAM 主链,AI产业链 - 韩国 HBM ／ DRAM 主链,AI产业链 - 韩国 HBM ／ DRAM 主链,全球映射与海外变量传导层 -> 海外硬件主链 -> 韩国 HBM / DRAM 主链,topics/AI产业链 - 韩国 HBM ／ DRAM 主链.md
1,AI-L4-0274,全球映射与海外变量传导层,海外硬件主链,韩国 TC bonding 主链,AI产业链 - 韩国 TC bonding 主链,AI产业链 - 韩国 TC bonding 主链,全球映射与海外变量传导层 -> 海外硬件主链 -> 韩国 TC bonding 主链,topics/AI产业链 - 韩国 TC bonding 主链.md
1,AI-L4-0275,全球映射与海外变量传导层,海外硬件主链,韩国 memory test socket / burn-in socket / AI system IC socket 主链,AI产业链 - 韩国 memory test socket ／ burn-in socket ／ AI system IC socket 主链,AI产业链 - 韩国 memory test socket ／ burn-in socket ／ AI system IC socket 主链,全球映射与海外变量传导层 -> 海外硬件主链 -> 韩国 memory test socket / burn-in socket / AI system IC socket 主链,topics/AI产业链 - 韩国 memory test socket ／ burn-in socket ／ AI system IC socket 主链.md
1,AI-L4-0276,全球映射与海外变量传导层,海外硬件主链,韩国 package final test 主链,AI产业链 - 韩国 package final test 主链,AI产业链 - 韩国 package final test 主链,全球映射与海外变量传导层 -> 海外硬件主链 -> 韩国 package final test 主链,topics/AI产业链 - 韩国 package final test 主链.md
1,AI-L4-0277,全球映射与海外变量传导层,海外硬件主链,韩国 bridge interposer / fan-out 主链,AI产业链 - 韩国 bridge interposer ／ fan-out 主链,AI产业链 - 韩国 bridge interposer ／ fan-out 主链,全球映射与海外变量传导层 -> 海外硬件主链 -> 韩国 bridge interposer / fan-out 主链,topics/AI产业链 - 韩国 bridge interposer ／ fan-out 主链.md
1,AI-L4-0278,全球映射与海外变量传导层,海外硬件主链,韩国 FCBGA / ABF / glass substrate 主链,AI产业链 - 韩国 FCBGA ／ ABF ／ glass substrate 主链,AI产业链 - 韩国 FCBGA ／ ABF ／ glass substrate 主链,全球映射与海外变量传导层 -> 海外硬件主链 -> 韩国 FCBGA / ABF / glass substrate 主链,topics/AI产业链 - 韩国 FCBGA ／ ABF ／ glass substrate 主链.md
1,AI-L4-0279,全球映射与海外变量传导层,海外硬件主链,InP substrate / EML / CW laser 主链,AI产业链 - InP substrate ／ EML ／ CW laser 主链,AI产业链 - InP substrate ／ EML ／ CW laser 主链,全球映射与海外变量传导层 -> 海外硬件主链 -> InP substrate / EML / CW laser 主链,topics/AI产业链 - InP substrate ／ EML ／ CW laser 主链.md
1,AI-L4-0280,全球映射与海外变量传导层,海外软件与平台主链,基座模型平台,AI产业链 - 基座模型平台,AI产业链 - 基座模型平台,全球映射与海外变量传导层 -> 海外软件与平台主链 -> 基座模型平台,topics/AI产业链 - 基座模型平台.md
1,AI-L4-0281,全球映射与海外变量传导层,海外软件与平台主链,MaaS / API 平台,AI产业链 - MaaS ／ API 平台,AI产业链 - MaaS ／ API 平台,全球映射与海外变量传导层 -> 海外软件与平台主链 -> MaaS / API 平台,topics/AI产业链 - MaaS ／ API 平台.md
1,AI-L4-0282,全球映射与海外变量传导层,海外软件与平台主链,企业软件 Copilot 化,AI产业链 - 企业软件 Copilot 化,AI产业链 - 企业软件 Copilot 化,全球映射与海外变量传导层 -> 海外软件与平台主链 -> 企业软件 Copilot 化,topics/AI产业链 - 企业软件 Copilot 化.md
1,AI-L4-0283,全球映射与海外变量传导层,海外软件与平台主链,AI 原生生产力工具,AI产业链 - AI 原生生产力工具,AI产业链 - AI 原生生产力工具,全球映射与海外变量传导层 -> 海外软件与平台主链 -> AI 原生生产力工具,topics/AI产业链 - AI 原生生产力工具.md
1,AI-L4-0284,全球映射与海外变量传导层,海外软件与平台主链,搜索 / 浏览器 / 入口平台,AI产业链 - 搜索 ／ 浏览器 ／ 入口平台,AI产业链 - 搜索 ／ 浏览器 ／ 入口平台,全球映射与海外变量传导层 -> 海外软件与平台主链 -> 搜索 / 浏览器 / 入口平台,topics/AI产业链 - 搜索 ／ 浏览器 ／ 入口平台.md
1,AI-L4-0285,全球映射与海外变量传导层,海外终端与具身主链,AI 手机,AI产业链 - AI 手机,AI产业链 - AI 手机,全球映射与海外变量传导层 -> 海外终端与具身主链 -> AI 手机,topics/AI产业链 - AI 手机.md
1,AI-L4-0286,全球映射与海外变量传导层,海外终端与具身主链,AI 眼镜,AI产业链 - AI 眼镜,AI产业链 - AI 眼镜,全球映射与海外变量传导层 -> 海外终端与具身主链 -> AI 眼镜,topics/AI产业链 - AI 眼镜.md
1,AI-L4-0287,全球映射与海外变量传导层,海外终端与具身主链,端侧 Agent,AI产业链 - 端侧 Agent,AI产业链 - 端侧 Agent,全球映射与海外变量传导层 -> 海外终端与具身主链 -> 端侧 Agent,topics/AI产业链 - 端侧 Agent.md
1,AI-L4-0288,全球映射与海外变量传导层,海外终端与具身主链,人形机器人,人形机器人,人形机器人,全球映射与海外变量传导层 -> 海外终端与具身主链 -> 人形机器人,topics/人形机器人.md
1,AI-L4-0289,全球映射与海外变量传导层,海外终端与具身主链,机器狗,AI产业链 - 机器狗,AI产业链 - 机器狗,全球映射与海外变量传导层 -> 海外终端与具身主链 -> 机器狗,topics/AI产业链 - 机器狗.md
1,AI-L4-0290,全球映射与海外变量传导层,海外终端与具身主链,AI 玩具 / 陪伴硬件,AI产业链 - AI 玩具 ／ 陪伴硬件,AI产业链 - AI 玩具 ／ 陪伴硬件,全球映射与海外变量传导层 -> 海外终端与具身主链 -> AI 玩具 / 陪伴硬件,topics/AI产业链 - AI 玩具 ／ 陪伴硬件.md
1,AI-L4-0291,全球映射与海外变量传导层,A 股映射角色,跟随型盈利映射,AI产业链 - 跟随型盈利映射,AI产业链 - 跟随型盈利映射,全球映射与海外变量传导层 -> A 股映射角色 -> 跟随型盈利映射,topics/AI产业链 - 跟随型盈利映射.md
1,AI-L4-0292,全球映射与海外变量传导层,A 股映射角色,本土化补位映射,AI产业链 - 本土化补位映射,AI产业链 - 本土化补位映射,全球映射与海外变量传导层 -> A 股映射角色 -> 本土化补位映射,topics/AI产业链 - 本土化补位映射.md
1,AI-L4-0293,全球映射与海外变量传导层,A 股映射角色,配套交付映射,AI产业链 - 配套交付映射,AI产业链 - 配套交付映射,全球映射与海外变量传导层 -> A 股映射角色 -> 配套交付映射,topics/AI产业链 - 配套交付映射.md
1,AI-L4-0294,全球映射与海外变量传导层,A 股映射角色,主题观察映射,AI产业链 - 主题观察映射,AI产业链 - 主题观察映射,全球映射与海外变量传导层 -> A 股映射角色 -> 主题观察映射,topics/AI产业链 - 主题观察映射.md
1,AI-L4-0295,全球映射与海外变量传导层,A 股映射角色,路线期权映射,AI产业链 - 路线期权映射,AI产业链 - 路线期权映射,全球映射与海外变量传导层 -> A 股映射角色 -> 路线期权映射,topics/AI产业链 - 路线期权映射.md
1,AI-L4-0296,终端、机器人与具身智能层,终端硬件,AI PC,AI产业链 - AI PC,AI产业链 - AI PC,终端、机器人与具身智能层 -> 终端硬件 -> AI PC,topics/AI产业链 - AI PC.md
1,AI-L4-0297,终端、机器人与具身智能层,终端硬件,AI 手机,AI产业链 - 终端硬件 - AI 手机,AI产业链 - 终端硬件 - AI 手机,终端、机器人与具身智能层 -> 终端硬件 -> AI 手机,topics/AI产业链 - 终端硬件 - AI 手机.md
1,AI-L4-0298,终端、机器人与具身智能层,终端硬件,AI 平板,AI产业链 - AI 平板,AI产业链 - AI 平板,终端、机器人与具身智能层 -> 终端硬件 -> AI 平板,topics/AI产业链 - AI 平板.md
1,AI-L4-0299,终端、机器人与具身智能层,终端硬件,AI 穿戴,AI产业链 - AI 穿戴,AI产业链 - AI 穿戴,终端、机器人与具身智能层 -> 终端硬件 -> AI 穿戴,topics/AI产业链 - AI 穿戴.md
1,AI-L4-0300,终端、机器人与具身智能层,终端硬件,AI 眼镜,AI产业链 - 终端硬件 - AI 眼镜,AI产业链 - 终端硬件 - AI 眼镜,终端、机器人与具身智能层 -> 终端硬件 -> AI 眼镜,topics/AI产业链 - 终端硬件 - AI 眼镜.md
1,AI-L4-0301,终端、机器人与具身智能层,终端硬件,AI 耳机,AI产业链 - AI 耳机,AI产业链 - AI 耳机,终端、机器人与具身智能层 -> 终端硬件 -> AI 耳机,topics/AI产业链 - AI 耳机.md
1,AI-L4-0302,终端、机器人与具身智能层,终端硬件,AI 音箱,AI产业链 - AI 音箱,AI产业链 - AI 音箱,终端、机器人与具身智能层 -> 终端硬件 -> AI 音箱,topics/AI产业链 - AI 音箱.md
1,AI-L4-0303,终端、机器人与具身智能层,机器人链,工业机器人,AI产业链 - 工业机器人,AI产业链 - 工业机器人,终端、机器人与具身智能层 -> 机器人链 -> 工业机器人,topics/AI产业链 - 工业机器人.md
1,AI-L4-0304,终端、机器人与具身智能层,机器人链,协作机器人,AI产业链 - 协作机器人,AI产业链 - 协作机器人,终端、机器人与具身智能层 -> 机器人链 -> 协作机器人,topics/AI产业链 - 协作机器人.md
1,AI-L4-0305,终端、机器人与具身智能层,机器人链,服务机器人,AI产业链 - 服务机器人,AI产业链 - 服务机器人,终端、机器人与具身智能层 -> 机器人链 -> 服务机器人,topics/AI产业链 - 服务机器人.md
1,AI-L4-0306,终端、机器人与具身智能层,机器人链,人形机器人,人形机器人,人形机器人,终端、机器人与具身智能层 -> 机器人链 -> 人形机器人,topics/人形机器人.md
1,AI-L4-0307,终端、机器人与具身智能层,机器人链,机器狗,AI产业链 - 机器人链 - 机器狗,AI产业链 - 机器人链 - 机器狗,终端、机器人与具身智能层 -> 机器人链 -> 机器狗,topics/AI产业链 - 机器人链 - 机器狗.md
1,AI-L4-0308,终端、机器人与具身智能层,机器人链,运动控制,AI产业链 - 运动控制,AI产业链 - 运动控制,终端、机器人与具身智能层 -> 机器人链 -> 运动控制,topics/AI产业链 - 运动控制.md
1,AI-L4-0309,终端、机器人与具身智能层,机器人链,灵巧手,机器人 - 灵巧手,机器人 - 灵巧手,终端、机器人与具身智能层 -> 机器人链 -> 灵巧手,topics/机器人 - 灵巧手.md
1,AI-L4-0310,终端、机器人与具身智能层,机器人链,减速器,机器人 - 减速器,机器人 - 减速器,终端、机器人与具身智能层 -> 机器人链 -> 减速器,topics/机器人 - 减速器.md
1,AI-L4-0311,终端、机器人与具身智能层,机器人链,伺服,AI产业链 - 伺服,AI产业链 - 伺服,终端、机器人与具身智能层 -> 机器人链 -> 伺服,topics/AI产业链 - 伺服.md
1,AI-L4-0312,终端、机器人与具身智能层,机器人链,机器视觉,AI产业链 - 机器视觉,AI产业链 - 机器视觉,终端、机器人与具身智能层 -> 机器人链 -> 机器视觉,topics/AI产业链 - 机器视觉.md
1,AI-L4-0313,终端、机器人与具身智能层,AI玩具与陪伴硬件链,儿童陪伴玩具,AI产业链 - 儿童陪伴玩具,AI产业链 - 儿童陪伴玩具,终端、机器人与具身智能层 -> AI玩具与陪伴硬件链 -> 儿童陪伴玩具,topics/AI产业链 - 儿童陪伴玩具.md
1,AI-L4-0314,终端、机器人与具身智能层,AI玩具与陪伴硬件链,情感陪伴硬件,AI产业链 - 情感陪伴硬件,AI产业链 - 情感陪伴硬件,终端、机器人与具身智能层 -> AI玩具与陪伴硬件链 -> 情感陪伴硬件,topics/AI产业链 - 情感陪伴硬件.md
1,AI-L4-0315,终端、机器人与具身智能层,AI玩具与陪伴硬件链,教育玩具,AI产业链 - 教育玩具,AI产业链 - 教育玩具,终端、机器人与具身智能层 -> AI玩具与陪伴硬件链 -> 教育玩具,topics/AI产业链 - 教育玩具.md
1,AI-L4-0316,终端、机器人与具身智能层,AI玩具与陪伴硬件链,语音交互终端,AI产业链 - 语音交互终端,AI产业链 - 语音交互终端,终端、机器人与具身智能层 -> AI玩具与陪伴硬件链 -> 语音交互终端,topics/AI产业链 - 语音交互终端.md
1,AI-L4-0317,终端、机器人与具身智能层,AI玩具与陪伴硬件链,毛绒 / IP 结合型硬件,AI产业链 - 毛绒 ／ IP 结合型硬件,AI产业链 - 毛绒 ／ IP 结合型硬件,终端、机器人与具身智能层 -> AI玩具与陪伴硬件链 -> 毛绒 / IP 结合型硬件,topics/AI产业链 - 毛绒 ／ IP 结合型硬件.md
1,AI-L4-0318,终端、机器人与具身智能层,AI玩具与陪伴硬件链,内容订阅与会员,AI产业链 - 内容订阅与会员,AI产业链 - 内容订阅与会员,终端、机器人与具身智能层 -> AI玩具与陪伴硬件链 -> 内容订阅与会员,topics/AI产业链 - 内容订阅与会员.md
1,AI-L4-0319,终端、机器人与具身智能层,AI玩具与陪伴硬件链,渠道分发与复购,AI产业链 - 渠道分发与复购,AI产业链 - 渠道分发与复购,终端、机器人与具身智能层 -> AI玩具与陪伴硬件链 -> 渠道分发与复购,topics/AI产业链 - 渠道分发与复购.md
1,AI-L4-0320,终端、机器人与具身智能层,AI玩具与陪伴硬件链,售后与退货管理,AI产业链 - 售后与退货管理,AI产业链 - 售后与退货管理,终端、机器人与具身智能层 -> AI玩具与陪伴硬件链 -> 售后与退货管理,topics/AI产业链 - 售后与退货管理.md
1,AI-L4-0321,终端、机器人与具身智能层,车端 AI,智能座舱,AI产业链 - 智能座舱,AI产业链 - 智能座舱,终端、机器人与具身智能层 -> 车端 AI -> 智能座舱,topics/AI产业链 - 智能座舱.md
1,AI-L4-0322,终端、机器人与具身智能层,车端 AI,自动驾驶,智能驾驶Robotaxi,智能驾驶Robotaxi,终端、机器人与具身智能层 -> 车端 AI -> 自动驾驶,topics/智能驾驶Robotaxi.md
1,AI-L4-0323,终端、机器人与具身智能层,车端 AI,车端模型,AI产业链 - 车端模型,AI产业链 - 车端模型,终端、机器人与具身智能层 -> 车端 AI -> 车端模型,topics/AI产业链 - 车端模型.md
1,AI-L4-0324,终端、机器人与具身智能层,车端 AI,车载传感器,AI产业链 - 车载传感器,AI产业链 - 车载传感器,终端、机器人与具身智能层 -> 车端 AI -> 车载传感器,topics/AI产业链 - 车载传感器.md
1,AI-L4-0325,终端、机器人与具身智能层,车端 AI,车路协同,AI产业链 - 车路协同,AI产业链 - 车路协同,终端、机器人与具身智能层 -> 车端 AI -> 车路协同,topics/AI产业链 - 车路协同.md
1,AI-L4-0326,影子资产与前沿观察层,影子资产,低位补涨映射,AI产业链 - 低位补涨映射,AI产业链 - 低位补涨映射,影子资产与前沿观察层 -> 影子资产 -> 低位补涨映射,topics/AI产业链 - 低位补涨映射.md
1,AI-L4-0327,影子资产与前沿观察层,影子资产,跨界卡位,AI产业链 - 跨界卡位,AI产业链 - 跨界卡位,影子资产与前沿观察层 -> 影子资产 -> 跨界卡位,topics/AI产业链 - 跨界卡位.md
1,AI-L4-0328,影子资产与前沿观察层,影子资产,题材外溢,AI产业链 - 题材外溢,AI产业链 - 题材外溢,影子资产与前沿观察层 -> 影子资产 -> 题材外溢,topics/AI产业链 - 题材外溢.md
1,AI-L4-0329,影子资产与前沿观察层,影子资产,二级分销与概念包装,AI产业链 - 二级分销与概念包装,AI产业链 - 二级分销与概念包装,影子资产与前沿观察层 -> 影子资产 -> 二级分销与概念包装,topics/AI产业链 - 二级分销与概念包装.md
1,AI-L4-0330,影子资产与前沿观察层,前沿观察,玻璃基板,AI产业链 - 玻璃基板,AI产业链 - 玻璃基板,影子资产与前沿观察层 -> 前沿观察 -> 玻璃基板,topics/AI产业链 - 玻璃基板.md
1,AI-L4-0331,影子资产与前沿观察层,前沿观察,TGV,AI产业链 - TGV,AI产业链 - TGV,影子资产与前沿观察层 -> 前沿观察 -> TGV,topics/AI产业链 - TGV.md
1,AI-L4-0332,影子资产与前沿观察层,前沿观察,光电共封装,AI产业链 - 光电共封装,AI产业链 - 光电共封装,影子资产与前沿观察层 -> 前沿观察 -> 光电共封装,topics/AI产业链 - 光电共封装.md
1,AI-L4-0333,影子资产与前沿观察层,前沿观察,光电融合交换,AI产业链 - 光电融合交换,AI产业链 - 光电融合交换,影子资产与前沿观察层 -> 前沿观察 -> 光电融合交换,topics/AI产业链 - 光电融合交换.md
1,AI-L4-0334,影子资产与前沿观察层,前沿观察,存算一体,AI产业链 - 存算一体,AI产业链 - 存算一体,影子资产与前沿观察层 -> 前沿观察 -> 存算一体,topics/AI产业链 - 存算一体.md
1,AI-L4-0335,影子资产与前沿观察层,前沿观察,新型封装路线,AI产业链 - 新型封装路线,AI产业链 - 新型封装路线,影子资产与前沿观察层 -> 前沿观察 -> 新型封装路线,topics/AI产业链 - 新型封装路线.md
1,AI-L4-0336,影子资产与前沿观察层,前沿观察,边缘 Agent,AI产业链 - 边缘 Agent,AI产业链 - 边缘 Agent,影子资产与前沿观察层 -> 前沿观察 -> 边缘 Agent,topics/AI产业链 - 边缘 Agent.md
1,AI-L4-0337,影子资产与前沿观察层,前沿观察,端侧大模型,AI产业链 - 端侧大模型,AI产业链 - 端侧大模型,影子资产与前沿观察层 -> 前沿观察 -> 端侧大模型,topics/AI产业链 - 端侧大模型.md
